VIV_accession,1_Chordata,2_Mammalia,3_Primates,4_Hominidae,5_Homo,6_Homo sapiens
VIV_206377,0,0,0,0,0,0
VIV_2064730,1,1,1,0,0,0
VIV_2064731,1,1,1,0,0,0
VIV_2064732,1,1,1,0,0,0
VIV_2064733,1,1,1,0,0,0
VIV_2064734,1,1,1,0,0,0
VIV_2064735,1,1,1,0,0,0
VIV_2064736,1,1,1,0,0,0
VIV_2064737,1,1,1,0,0,0
VIV_2064738,1,1,1,0,0,0
VIV_2064739,1,1,1,0,0,0
VIV_2064740,1,1,1,0,0,0
VIV_2064741,1,1,1,0,0,0
VIV_2064742,1,1,1,0,0,0
VIV_2064743,1,1,1,0,0,0
VIV_2065033,0,0,0,0,0,0
VIV_2065036,1,1,1,1,1,1
VIV_2065037,1,1,1,1,1,1
VIV_2065038,1,1,1,1,1,1
VIV_2065043,1,1,0,0,0,0
VIV_2065044,1,1,1,1,1,1
VIV_2065045,1,1,1,1,1,1
VIV_2065046,1,1,1,1,1,1
VIV_2065047,1,1,1,1,1,1
VIV_2065048,1,1,1,1,1,1
VIV_2065049,1,1,1,1,1,1
VIV_2065050,1,1,1,1,1,1
VIV_2065051,1,1,1,1,1,1
VIV_2065052,1,1,1,1,1,1
VIV_2065053,1,1,1,1,1,1
VIV_2065054,1,1,1,1,1,1
VIV_2065055,1,1,1,1,1,1
VIV_2065056,1,1,1,1,1,1
VIV_2065211,1,0,0,0,0,0
VIV_2067573,1,1,0,0,0,0
VIV_2072024,0,0,0,0,0,0
VIV_2072209,0,0,0,0,0,0
VIV_207343,1,1,0,0,0,0
VIV_2077183,0,0,0,0,0,0
VIV_2077296,1,1,0,0,0,0
VIV_2077298,1,1,0,0,0,0
VIV_2077299,0,0,0,0,0,0
VIV_2077300,0,0,0,0,0,0
VIV_2077302,1,1,0,0,0,0
VIV_2077303,1,1,0,0,0,0
VIV_2077304,1,1,0,0,0,0
VIV_2077305,1,1,0,0,0,0
VIV_2077306,1,1,0,0,0,0
VIV_2077307,1,1,0,0,0,0
VIV_207830,0,0,0,0,0,0
VIV_2079148,0,0,0,0,0,0
VIV_2079458,0,0,0,0,0,0
VIV_2079465,1,0,0,0,0,0
VIV_2079554,1,1,0,0,0,0
VIV_2079598,1,1,0,0,0,0
VIV_2079601,1,0,0,0,0,0
VIV_208013,0,0,0,0,0,0
VIV_2082585,0,0,0,0,0,0
VIV_2082586,0,0,0,0,0,0
VIV_2083001,1,0,0,0,0,0
VIV_2083176,0,0,0,0,0,0
VIV_2083181,0,0,0,0,0,0
VIV_2083198,1,1,1,1,1,1
VIV_2083199,1,1,1,1,1,1
VIV_208491,1,0,0,0,0,0
VIV_208899,1,1,0,0,0,0
VIV_208973,0,0,0,0,0,0
VIV_2093789,1,1,1,1,1,1
VIV_2094259,0,0,0,0,0,0
VIV_2094260,0,0,0,0,0,0
VIV_2094261,0,0,0,0,0,0
VIV_2094282,1,0,0,0,0,0
VIV_2094713,1,0,0,0,0,0
VIV_2094719,1,1,1,1,1,1
VIV_2094724,1,0,0,0,0,0
VIV_2094725,1,0,0,0,0,0
VIV_209529,0,0,0,0,0,0
VIV_2099352,1,0,0,0,0,0
VIV_2099521,0,0,0,0,0,0
VIV_2100419,0,0,0,0,0,0
VIV_2100727,1,1,0,0,0,0
VIV_2107574,1,1,0,0,0,0
VIV_2108200,0,0,0,0,0,0
VIV_2108201,0,0,0,0,0,0
VIV_2108203,0,0,0,0,0,0
VIV_2108204,0,0,0,0,0,0
VIV_2108205,0,0,0,0,0,0
VIV_2108549,0,0,0,0,0,0
VIV_2108550,0,0,0,0,0,0
VIV_2108551,0,0,0,0,0,0
VIV_2108552,0,0,0,0,0,0
VIV_2109365,1,0,0,0,0,0
VIV_2109367,1,0,0,0,0,0
VIV_2109373,1,0,0,0,0,0
VIV_2109374,1,0,0,0,0,0
VIV_2109380,0,0,0,0,0,0
VIV_211044,1,1,1,1,1,1
VIV_2115790,1,1,0,0,0,0
VIV_2116174,1,0,0,0,0,0
VIV_2116176,1,0,0,0,0,0
VIV_2116179,1,0,0,0,0,0
VIV_2116180,1,0,0,0,0,0
VIV_2116182,1,0,0,0,0,0
VIV_2116187,1,0,0,0,0,0
VIV_2116188,1,0,0,0,0,0
VIV_2116189,1,0,0,0,0,0
VIV_2116195,1,0,0,0,0,0
VIV_2116197,1,0,0,0,0,0
VIV_2116198,1,0,0,0,0,0
VIV_2116201,1,0,0,0,0,0
VIV_2116202,1,0,0,0,0,0
VIV_2116207,1,0,0,0,0,0
VIV_2116210,1,0,0,0,0,0
VIV_2116345,1,0,0,0,0,0
VIV_2116358,1,0,0,0,0,0
VIV_2116363,1,0,0,0,0,0
VIV_2116384,1,0,0,0,0,0
VIV_2116385,1,0,0,0,0,0
VIV_2116434,1,0,0,0,0,0
VIV_2116435,1,0,0,0,0,0
VIV_2116436,1,0,0,0,0,0
VIV_2116437,1,0,0,0,0,0
VIV_2116438,1,0,0,0,0,0
VIV_2116440,1,0,0,0,0,0
VIV_2116441,1,0,0,0,0,0
VIV_2116442,1,0,0,0,0,0
VIV_2116443,1,0,0,0,0,0
VIV_2116451,1,0,0,0,0,0
VIV_2116452,1,0,0,0,0,0
VIV_2116453,1,0,0,0,0,0
VIV_2116454,1,0,0,0,0,0
VIV_2116466,1,0,0,0,0,0
VIV_2116467,1,0,0,0,0,0
VIV_2116487,1,0,0,0,0,0
VIV_2116488,1,0,0,0,0,0
VIV_2116489,1,0,0,0,0,0
VIV_2116490,1,0,0,0,0,0
VIV_2116492,1,0,0,0,0,0
VIV_2116559,1,1,0,0,0,0
VIV_2116560,1,1,0,0,0,0
VIV_2116604,1,1,0,0,0,0
VIV_211787,1,1,1,1,1,1
VIV_211977,1,1,0,0,0,0
VIV_2126099,1,1,0,0,0,0
VIV_213633,1,1,0,0,0,0
VIV_2137161,0,0,0,0,0,0
VIV_2137174,1,0,0,0,0,0
VIV_2137175,1,0,0,0,0,0
VIV_2137787,1,1,0,0,0,0
VIV_2152567,0,0,0,0,0,0
VIV_2152923,0,0,0,0,0,0
VIV_2161803,1,1,0,0,0,0
VIV_2161807,1,1,0,0,0,0
VIV_2161809,1,1,0,0,0,0
VIV_2163422,1,1,0,0,0,0
VIV_2163996,1,1,1,0,0,0
VIV_2169701,1,1,1,1,1,1
VIV_2169709,1,0,0,0,0,0
VIV_2169746,0,0,0,0,0,0
VIV_2169757,1,1,0,0,0,0
VIV_2169774,1,1,0,0,0,0
VIV_2169823,1,1,0,0,0,0
VIV_2169853,1,1,0,0,0,0
VIV_2169854,1,1,0,0,0,0
VIV_2169856,1,1,0,0,0,0
VIV_2169876,1,1,0,0,0,0
VIV_2169877,1,1,0,0,0,0
VIV_2169894,1,1,0,0,0,0
VIV_2169903,1,0,0,0,0,0
VIV_2169904,1,0,0,0,0,0
VIV_2169918,1,0,0,0,0,0
VIV_2169919,1,0,0,0,0,0
VIV_2169932,1,0,0,0,0,0
VIV_2169933,1,0,0,0,0,0
VIV_2169934,1,1,1,1,1,1
VIV_2169935,1,1,1,1,1,1
VIV_2169936,1,1,1,1,1,1
VIV_2169965,1,1,0,0,0,0
VIV_2169971,1,1,0,0,0,0
VIV_2169991,1,1,1,1,1,1
VIV_2169995,1,1,0,0,0,0
VIV_2169996,1,1,0,0,0,0
VIV_2170000,1,1,0,0,0,0
VIV_2170057,0,0,0,0,0,0
VIV_2170061,1,1,0,0,0,0
VIV_2170062,1,1,0,0,0,0
VIV_2170064,0,0,0,0,0,0
VIV_2170100,0,0,0,0,0,0
VIV_2170102,1,0,0,0,0,0
VIV_2170103,1,0,0,0,0,0
VIV_2170105,1,1,0,0,0,0
VIV_2170106,1,1,0,0,0,0
VIV_2170107,1,1,0,0,0,0
VIV_2170108,1,1,0,0,0,0
VIV_2170109,1,1,1,1,0,0
VIV_2170110,1,1,1,1,0,0
VIV_2170111,1,1,1,1,0,0
VIV_2170112,1,1,1,0,0,0
VIV_2170114,1,1,1,1,0,0
VIV_2170115,1,1,1,0,0,0
VIV_2170116,1,1,0,0,0,0
VIV_2170117,1,1,0,0,0,0
VIV_2170119,1,1,0,0,0,0
VIV_2170120,1,1,0,0,0,0
VIV_2170121,1,1,0,0,0,0
VIV_2170122,1,1,0,0,0,0
VIV_2170123,1,1,0,0,0,0
VIV_2170124,1,1,0,0,0,0
VIV_2170125,1,1,0,0,0,0
VIV_2170126,1,1,0,0,0,0
VIV_2170130,1,0,0,0,0,0
VIV_2170139,1,1,1,0,0,0
VIV_2170148,1,1,0,0,0,0
VIV_2170191,1,1,0,0,0,0
VIV_2170194,1,1,1,1,1,1
VIV_2170195,1,1,1,1,1,1
VIV_2170197,1,1,1,1,1,1
VIV_2170198,1,1,0,0,0,0
VIV_2170199,1,1,1,0,0,0
VIV_2170200,1,1,1,0,0,0
VIV_2170201,1,1,1,0,0,0
VIV_2170204,1,1,1,1,0,0
VIV_2170205,1,1,1,0,0,0
VIV_2170206,1,1,1,0,0,0
VIV_2170238,0,0,0,0,0,0
VIV_2170402,1,1,0,0,0,0
VIV_2170403,1,1,0,0,0,0
VIV_2170404,1,1,0,0,0,0
VIV_2170405,1,1,0,0,0,0
VIV_2170408,1,1,0,0,0,0
VIV_2170409,1,1,0,0,0,0
VIV_2170410,1,1,0,0,0,0
VIV_2170411,1,1,0,0,0,0
VIV_2171377,1,1,0,0,0,0
VIV_2171378,1,1,0,0,0,0
VIV_2171381,1,1,0,0,0,0
VIV_2171383,1,1,0,0,0,0
VIV_2171384,1,1,0,0,0,0
VIV_2171385,1,1,0,0,0,0
VIV_2171394,1,1,0,0,0,0
VIV_2172548,1,1,0,0,0,0
VIV_2175117,1,0,0,0,0,0
VIV_2175118,1,0,0,0,0,0
VIV_2182467,1,1,0,0,0,0
VIV_2184393,1,1,0,0,0,0
VIV_2184399,1,1,0,0,0,0
VIV_2185281,1,0,0,0,0,0
VIV_218849,0,0,0,0,0,0
VIV_219584,1,0,0,0,0,0
VIV_219704,1,1,1,1,1,1
VIV_2200830,1,1,1,1,1,1
VIV_2201415,1,1,0,0,0,0
VIV_2202225,1,1,0,0,0,0
VIV_2202563,1,1,1,1,1,1
VIV_2202565,1,1,0,0,0,0
VIV_2202566,1,0,0,0,0,0
VIV_2202647,1,0,0,0,0,0
VIV_2202649,1,1,0,0,0,0
VIV_2202954,1,0,0,0,0,0
VIV_220638,0,0,0,0,0,0
VIV_2213167,1,1,1,0,0,0
VIV_2213168,1,1,1,0,0,0
VIV_221703,1,1,1,1,0,0
VIV_2218588,1,0,0,0,0,0
VIV_2218594,1,0,0,0,0,0
VIV_2218660,1,0,0,0,0,0
VIV_2219112,1,1,0,0,0,0
VIV_2219113,1,1,0,0,0,0
VIV_2219116,1,1,0,0,0,0
VIV_2219117,1,1,0,0,0,0
VIV_2219118,1,1,0,0,0,0
VIV_2219119,1,1,0,0,0,0
VIV_2219120,1,1,0,0,0,0
VIV_2219122,1,1,0,0,0,0
VIV_2219126,1,1,0,0,0,0
VIV_2219128,1,1,0,0,0,0
VIV_2219129,1,1,0,0,0,0
VIV_2219130,1,1,0,0,0,0
VIV_2219131,1,1,0,0,0,0
VIV_2219143,1,1,0,0,0,0
VIV_2219164,1,1,0,0,0,0
VIV_2220002,1,1,0,0,0,0
VIV_2220003,1,1,0,0,0,0
VIV_222557,0,0,0,0,0,0
VIV_2230896,0,0,0,0,0,0
VIV_2230897,0,0,0,0,0,0
VIV_2230898,0,0,0,0,0,0
VIV_2230899,0,0,0,0,0,0
VIV_2230900,0,0,0,0,0,0
VIV_2230901,0,0,0,0,0,0
VIV_2230910,0,0,0,0,0,0
VIV_223287,0,0,0,0,0,0
VIV_2233538,1,0,0,0,0,0
VIV_224399,0,0,0,0,0,0
VIV_2249313,1,1,0,0,0,0
VIV_2249930,1,0,0,0,0,0
VIV_2249931,1,0,0,0,0,0
VIV_2249932,1,1,0,0,0,0
VIV_2249933,1,1,0,0,0,0
VIV_2249941,1,1,0,0,0,0
VIV_2250219,0,0,0,0,0,0
VIV_2259540,1,1,0,0,0,0
VIV_2259807,1,1,0,0,0,0
VIV_2259808,1,1,0,0,0,0
VIV_2259810,1,1,0,0,0,0
VIV_2259811,1,1,0,0,0,0
VIV_226613,1,0,0,0,0,0
VIV_2267561,1,1,0,0,0,0
VIV_2268125,1,1,0,0,0,0
VIV_227984,1,1,1,1,1,1
VIV_2282206,1,0,0,0,0,0
VIV_2282853,1,1,0,0,0,0
VIV_2283236,0,0,0,0,0,0
VIV_228582,0,0,0,0,0,0
VIV_2290890,0,0,0,0,0,0
VIV_2293273,0,0,0,0,0,0
VIV_2293274,0,0,0,0,0,0
VIV_2293276,0,0,0,0,0,0
VIV_2293277,0,0,0,0,0,0
VIV_2293279,0,0,0,0,0,0
VIV_2293280,0,0,0,0,0,0
VIV_2293281,0,0,0,0,0,0
VIV_2293282,0,0,0,0,0,0
VIV_2293284,0,0,0,0,0,0
VIV_2293285,0,0,0,0,0,0
VIV_2293286,0,0,0,0,0,0
VIV_2293287,0,0,0,0,0,0
VIV_2293289,0,0,0,0,0,0
VIV_2293290,0,0,0,0,0,0
VIV_2293291,0,0,0,0,0,0
VIV_2293292,0,0,0,0,0,0
VIV_2293293,0,0,0,0,0,0
VIV_2293294,0,0,0,0,0,0
VIV_2293295,0,0,0,0,0,0
VIV_2293296,0,0,0,0,0,0
VIV_2293298,0,0,0,0,0,0
VIV_2293299,0,0,0,0,0,0
VIV_2293300,0,0,0,0,0,0
VIV_2293301,0,0,0,0,0,0
VIV_2293302,0,0,0,0,0,0
VIV_2293304,0,0,0,0,0,0
VIV_2293305,0,0,0,0,0,0
VIV_2293307,0,0,0,0,0,0
VIV_2293314,0,0,0,0,0,0
VIV_2294094,1,1,0,0,0,0
VIV_2294150,1,1,1,0,0,0
VIV_2294151,1,1,1,0,0,0
VIV_2294152,1,1,1,0,0,0
VIV_2294156,1,0,0,0,0,0
VIV_2301728,1,1,1,0,0,0
VIV_2301732,1,1,0,0,0,0
VIV_2303487,0,0,0,0,0,0
VIV_2303488,1,1,1,1,1,1
VIV_2303490,1,1,0,0,0,0
VIV_2304025,0,0,0,0,0,0
VIV_2304056,1,1,0,0,0,0
VIV_2304477,0,0,0,0,0,0
VIV_2304480,0,0,0,0,0,0
VIV_2304505,0,0,0,0,0,0
VIV_2304510,0,0,0,0,0,0
VIV_2304512,0,0,0,0,0,0
VIV_2304514,0,0,0,0,0,0
VIV_2304516,0,0,0,0,0,0
VIV_2304619,1,1,0,0,0,0
VIV_2304620,1,1,0,0,0,0
VIV_2305270,1,1,0,0,0,0
VIV_2306813,1,1,0,0,0,0
VIV_2315721,0,0,0,0,0,0
VIV_2315724,0,0,0,0,0,0
VIV_2315803,0,0,0,0,0,0
VIV_2315806,0,0,0,0,0,0
VIV_2315807,0,0,0,0,0,0
VIV_2315809,0,0,0,0,0,0
VIV_2316143,1,1,0,0,0,0
VIV_2320522,0,0,0,0,0,0
VIV_232800,0,0,0,0,0,0
VIV_232802,1,0,0,0,0,0
VIV_2336760,1,1,0,0,0,0
VIV_2340909,1,1,0,0,0,0
VIV_2340996,1,1,0,0,0,0
VIV_234601,1,1,1,1,1,1
VIV_2358449,0,0,0,0,0,0
VIV_2364132,1,0,0,0,0,0
VIV_2364644,1,1,1,0,0,0
VIV_2364645,1,1,1,0,0,0
VIV_2364646,1,1,1,0,0,0
VIV_237020,1,1,0,0,0,0
VIV_237716,1,1,0,0,0,0
VIV_238817,1,1,0,0,0,0
VIV_239239,1,1,0,0,0,0
VIV_239365,1,1,0,0,0,0
VIV_240426,1,1,0,0,0,0
VIV_240555,0,0,0,0,0,0
VIV_241630,1,1,0,0,0,0
VIV_2419666,1,0,0,0,0,0
VIV_2419667,1,1,0,0,0,0
VIV_243550,1,1,0,0,0,0
VIV_2447916,1,0,0,0,0,0
VIV_2447920,1,0,0,0,0,0
VIV_2447921,1,0,0,0,0,0
VIV_2461378,1,1,1,1,1,1
VIV_246280,1,1,0,0,0,0
VIV_246343,1,1,1,1,1,1
VIV_247269,1,1,1,1,1,1
VIV_2478919,1,1,1,0,0,0
VIV_2479372,0,0,0,0,0,0
VIV_2480172,0,0,0,0,0,0
VIV_2480175,0,0,0,0,0,0
VIV_2480177,0,0,0,0,0,0
VIV_2480178,0,0,0,0,0,0
VIV_2480179,0,0,0,0,0,0
VIV_2480188,0,0,0,0,0,0
VIV_248053,1,1,1,1,1,1
VIV_248056,0,0,0,0,0,0
VIV_248058,0,0,0,0,0,0
VIV_248062,1,1,1,1,1,1
VIV_2482723,0,0,0,0,0,0
VIV_2482952,1,1,1,1,1,1
VIV_2486204,1,1,0,0,0,0
VIV_2487147,1,0,0,0,0,0
VIV_249151,0,0,0,0,0,0
VIV_2492658,1,1,0,0,0,0
VIV_2495433,1,1,1,1,1,1
VIV_2495751,1,0,0,0,0,0
VIV_249583,1,1,0,0,0,0
VIV_249584,1,1,0,0,0,0
VIV_2496529,1,1,0,0,0,0
VIV_2496585,1,1,1,1,1,1
VIV_2496633,1,1,1,1,1,1
VIV_2496634,1,1,0,0,0,0
VIV_2499223,1,1,1,0,0,0
VIV_2499224,1,1,1,0,0,0
VIV_2499225,1,1,1,0,0,0
VIV_2499226,1,1,1,0,0,0
VIV_2499227,1,1,1,0,0,0
VIV_2499228,1,1,1,0,0,0
VIV_2499229,1,1,1,0,0,0
VIV_2499231,1,1,1,0,0,0
VIV_2499232,1,1,1,0,0,0
VIV_2499242,0,0,0,0,0,0
VIV_2501771,1,0,0,0,0,0
VIV_2509395,1,0,0,0,0,0
VIV_2509616,0,0,0,0,0,0
VIV_2517212,1,1,0,0,0,0
VIV_252602,1,0,0,0,0,0
VIV_2529482,1,1,0,0,0,0
VIV_2529483,1,1,0,0,0,0
VIV_2529487,1,1,0,0,0,0
VIV_2530189,1,1,0,0,0,0
VIV_2530493,1,1,0,0,0,0
VIV_2530494,1,1,1,1,1,1
VIV_253454,1,1,1,1,1,1
VIV_2546222,0,0,0,0,0,0
VIV_2547963,1,0,0,0,0,0
VIV_2555547,0,0,0,0,0,0
VIV_2557875,1,1,0,0,0,0
VIV_2559110,0,0,0,0,0,0
VIV_2559111,0,0,0,0,0,0
VIV_2559114,0,0,0,0,0,0
VIV_2560310,1,0,0,0,0,0
VIV_2560313,1,1,1,1,1,1
VIV_2560314,1,0,0,0,0,0
VIV_2560315,1,1,1,0,0,0
VIV_2560316,1,0,0,0,0,0
VIV_2560317,1,1,1,1,1,1
VIV_2560318,1,1,1,1,1,1
VIV_2560319,1,1,1,1,1,1
VIV_2560320,1,0,0,0,0,0
VIV_2560326,1,1,1,0,0,0
VIV_2560327,1,0,0,0,0,0
VIV_2560339,1,1,0,0,0,0
VIV_2560525,1,1,1,1,1,1
VIV_2560582,1,1,0,0,0,0
VIV_2560602,1,1,1,1,1,1
VIV_2560645,1,1,0,0,0,0
VIV_2560708,1,1,0,0,0,0
VIV_2560709,1,1,0,0,0,0
VIV_2560710,1,1,0,0,0,0
VIV_2560711,1,1,0,0,0,0
VIV_2560712,1,1,0,0,0,0
VIV_2560713,1,1,0,0,0,0
VIV_2560714,1,1,0,0,0,0
VIV_2560715,1,1,0,0,0,0
VIV_2560766,1,1,1,1,1,1
VIV_2560769,1,1,0,0,0,0
VIV_2560770,1,1,0,0,0,0
VIV_2560771,1,1,0,0,0,0
VIV_2560777,1,0,0,0,0,0
VIV_2560801,1,0,0,0,0,0
VIV_2560806,0,0,0,0,0,0
VIV_2562517,1,1,0,0,0,0
VIV_2563826,1,0,0,0,0,0
VIV_256548,1,1,1,1,1,1
VIV_256729,1,0,0,0,0,0
VIV_2569586,1,0,0,0,0,0
VIV_2569589,0,0,0,0,0,0
VIV_2571077,1,1,1,1,1,1
VIV_2571082,1,1,1,1,1,1
VIV_2571313,1,0,0,0,0,0
VIV_2572766,0,0,0,0,0,0
VIV_257468,1,0,0,0,0,0
VIV_2575764,1,1,0,0,0,0
VIV_2575832,1,0,0,0,0,0
VIV_2576944,1,1,1,1,1,1
VIV_2578140,1,0,0,0,0,0
VIV_2579707,1,1,0,0,0,0
VIV_2580388,1,0,0,0,0,0
VIV_2583366,1,0,0,0,0,0
VIV_2585076,1,1,0,0,0,0
VIV_2586420,1,1,0,0,0,0
VIV_2587487,1,0,0,0,0,0
VIV_2587489,1,0,0,0,0,0
VIV_2592414,1,1,0,0,0,0
VIV_2592415,1,1,0,0,0,0
VIV_2592416,1,1,0,0,0,0
VIV_2593991,1,1,1,1,1,1
VIV_2594110,1,0,0,0,0,0
VIV_2596788,1,0,0,0,0,0
VIV_2597326,1,1,0,0,0,0
VIV_2597808,1,0,0,0,0,0
VIV_2598784,1,1,0,0,0,0
VIV_2598785,1,1,0,0,0,0
VIV_259898,1,0,0,0,0,0
VIV_259931,1,0,0,0,0,0
VIV_2601243,1,1,0,0,0,0
VIV_2601527,1,1,0,0,0,0
VIV_2602440,1,1,0,0,0,0
VIV_2603316,1,0,0,0,0,0
VIV_2604330,1,0,0,0,0,0
VIV_2604335,1,0,0,0,0,0
VIV_2604336,1,0,0,0,0,0
VIV_2604905,1,1,0,0,0,0
VIV_260684,0,0,0,0,0,0
VIV_260797,0,0,0,0,0,0
VIV_2608978,1,0,0,0,0,0
VIV_2610839,1,0,0,0,0,0
VIV_2613793,1,0,0,0,0,0
VIV_2613795,1,1,0,0,0,0
VIV_2614061,1,1,0,0,0,0
VIV_261939,0,0,0,0,0,0
VIV_262175,0,0,0,0,0,0
VIV_262177,0,0,0,0,0,0
VIV_262897,1,1,1,1,1,1
VIV_262968,1,0,0,0,0,0
VIV_263531,1,1,1,0,0,0
VIV_2651812,1,1,0,0,0,0
VIV_2652327,1,0,0,0,0,0
VIV_2652755,1,1,0,0,0,0
VIV_2652756,1,1,0,0,0,0
VIV_265294,1,0,0,0,0,0
VIV_2654204,1,1,1,0,0,0
VIV_265522,0,0,0,0,0,0
VIV_2656740,1,1,0,0,0,0
VIV_2661817,1,0,0,0,0,0
VIV_2662314,1,1,0,0,0,0
VIV_2662396,1,0,0,0,0,0
VIV_2668086,1,0,0,0,0,0
VIV_2668087,1,0,0,0,0,0
VIV_2675848,1,0,0,0,0,0
VIV_2676049,1,0,0,0,0,0
VIV_2682606,1,1,0,0,0,0
VIV_2682608,1,1,0,0,0,0
VIV_2682610,1,1,1,0,0,0
VIV_2683334,1,0,0,0,0,0
VIV_2683335,1,0,0,0,0,0
VIV_2683622,1,1,0,0,0,0
VIV_268591,0,0,0,0,0,0
VIV_2686039,1,1,0,0,0,0
VIV_2686073,1,0,0,0,0,0
VIV_2691598,1,1,0,0,0,0
VIV_2695302,1,1,1,0,0,0
VIV_2697049,1,1,1,1,1,1
VIV_2697055,1,1,0,0,0,0
VIV_2704413,1,0,0,0,0,0
VIV_270473,1,1,1,1,1,1
VIV_271108,0,0,0,0,0,0
VIV_2714164,1,1,0,0,0,0
VIV_2714165,1,1,0,0,0,0
VIV_2714166,1,1,0,0,0,0
VIV_2715094,1,0,0,0,0,0
VIV_2716316,1,1,0,0,0,0
VIV_2716318,1,1,0,0,0,0
VIV_2716753,1,1,0,0,0,0
VIV_2716754,1,1,0,0,0,0
VIV_2720907,1,0,0,0,0,0
VIV_2720958,1,0,0,0,0,0
VIV_2720959,1,0,0,0,0,0
VIV_2720960,1,0,0,0,0,0
VIV_2720961,1,0,0,0,0,0
VIV_2720962,1,0,0,0,0,0
VIV_2720966,1,0,0,0,0,0
VIV_2721748,1,1,0,0,0,0
VIV_2721749,1,1,0,0,0,0
VIV_2721750,1,1,0,0,0,0
VIV_2721854,1,1,0,0,0,0
VIV_272551,1,1,1,0,0,0
VIV_272636,1,1,1,1,1,1
VIV_272751,0,0,0,0,0,0
VIV_2729647,1,0,0,0,0,0
VIV_2732827,1,0,0,0,0,0
VIV_273341,1,1,1,1,1,1
VIV_273345,1,1,1,1,1,1
VIV_273347,1,1,1,1,1,1
VIV_273349,1,1,1,1,1,1
VIV_273350,1,1,1,1,1,1
VIV_273352,1,1,1,1,1,1
VIV_273354,0,0,0,0,0,0
VIV_273355,1,1,1,1,1,1
VIV_273356,1,1,0,0,0,0
VIV_273358,0,0,0,0,0,0
VIV_273360,0,0,0,0,0,0
VIV_2733691,1,1,0,0,0,0
VIV_2736647,1,1,0,0,0,0
VIV_2736692,1,1,0,0,0,0
VIV_273810,0,0,0,0,0,0
VIV_2748235,0,0,0,0,0,0
VIV_2751480,1,1,0,0,0,0
VIV_2756242,1,1,0,0,0,0
VIV_2756244,1,1,0,0,0,0
VIV_2758131,1,1,0,0,0,0
VIV_2758132,1,1,0,0,0,0
VIV_2758136,1,1,0,0,0,0
VIV_2758138,1,1,0,0,0,0
VIV_2758139,1,1,0,0,0,0
VIV_2758977,1,1,0,0,0,0
VIV_2760809,1,1,1,1,1,1
VIV_2764087,1,0,0,0,0,0
VIV_2766976,1,1,0,0,0,0
VIV_2772507,1,1,0,0,0,0
VIV_2773288,1,0,0,0,0,0
VIV_2773314,1,1,0,0,0,0
VIV_2773315,1,0,0,0,0,0
VIV_277944,1,1,1,1,1,1
VIV_2779843,1,0,0,0,0,0
VIV_2800899,1,1,0,0,0,0
VIV_2805939,1,1,1,1,1,1
VIV_2806429,1,0,0,0,0,0
VIV_2806430,1,0,0,0,0,0
VIV_2809802,1,1,1,1,1,1
VIV_2811341,1,1,0,0,0,0
VIV_281492,1,1,1,1,1,1
VIV_2817571,1,0,0,0,0,0
VIV_28274,1,0,0,0,0,0
VIV_282786,0,0,0,0,0,0
VIV_28285,1,1,1,1,1,1
VIV_28288,0,0,0,0,0,0
VIV_28289,0,0,0,0,0,0
VIV_28295,1,1,1,0,0,0
VIV_28300,1,1,1,1,1,1
VIV_28311,1,1,1,1,1,1
VIV_28314,1,1,1,1,1,1
VIV_28321,0,0,0,0,0,0
VIV_28327,1,1,1,0,0,0
VIV_2834153,1,1,0,0,0,0
VIV_28344,1,1,0,0,0,0
VIV_283675,0,0,0,0,0,0
VIV_2839036,1,1,0,0,0,0
VIV_2845209,1,1,0,0,0,0
VIV_2845210,1,1,0,0,0,0
VIV_2847078,1,1,0,0,0,0
VIV_2847081,1,1,0,0,0,0
VIV_2847087,1,1,1,1,1,1
VIV_2847088,1,1,0,0,0,0
VIV_2847089,1,1,0,0,0,0
VIV_2847812,1,1,0,0,0,0
VIV_2847998,0,0,0,0,0,0
VIV_2848146,1,0,0,0,0,0
VIV_2848316,1,1,0,0,0,0
VIV_2848317,1,1,0,0,0,0
VIV_2849623,1,0,0,0,0,0
VIV_2871093,1,0,0,0,0,0
VIV_288456,0,0,0,0,0,0
VIV_28871,1,1,0,0,0,0
VIV_28873,1,1,1,1,1,1
VIV_28874,1,1,1,0,0,0
VIV_28875,1,1,1,1,1,1
VIV_289366,1,1,1,1,1,1
VIV_289367,1,1,1,1,1,1
VIV_290008,1,1,1,1,1,1
VIV_290028,1,1,1,1,1,1
VIV_2902769,1,0,0,0,0,0
VIV_290314,1,1,1,1,1,1
VIV_2905673,1,1,1,1,1,1
VIV_2905917,1,1,1,1,1,1
VIV_2905947,1,1,0,0,0,0
VIV_2907957,1,1,1,1,1,1
VIV_2908011,1,1,0,0,0,0
VIV_291175,1,1,1,1,1,1
VIV_291590,1,1,0,0,0,0
VIV_292208,0,0,0,0,0,0
VIV_292278,1,1,1,1,1,1
VIV_29255,0,0,0,0,0,0
VIV_29256,1,1,1,1,1,1
VIV_292792,1,1,0,0,0,0
VIV_294365,0,0,0,0,0,0
VIV_294369,0,0,0,0,0,0
VIV_300175,1,1,0,0,0,0
VIV_300180,1,1,1,0,0,0
VIV_300188,1,1,1,1,1,1
VIV_303317,1,1,0,0,0,0
VIV_305674,1,1,0,0,0,0
VIV_305676,1,1,0,0,0,0
VIV_306276,1,1,0,0,0,0
